key,type,gbif_key,gbif_publisher_key,license,issued,confidence,completeness,origin,title,alias,description,version,geographic_scope,taxonomic_scope,url,logo,notes,settings,source_key,contact,creator,editor,publisher,contributor
1119,TAXONOMIC,,,CC_BY,2010-12-11,5,100,EXTERNAL,World checklist of freshwater Nematomorpha species,FADA Nematomorpha,"The checklist includes a list of all currently known and accepted species of freshwater hairworms (Nematomorpha), assembled in the Freshwater Animal Diversity Assessment (FADA) project. Nematomorpha are parasites of terrestrial (in few cases aquatic) insects. For sexual reproduction, they leave their host by driving it into water and emerging there. Five species are marine, 356 species live in freshwater. Horsehair worms are found in many different aquatic habitats throughout the world.",Dec 2010,,Freshwater hairworms,https://web.archive.org/web/20180320182846/http%3A//fada.biodiversity.be/group/show/7,https://github.com/Sp2000/colplus-repo/raw/master/logos/FADA_Nematomorpha.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/119.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,A,Schmidt-Rhaesa,,,,,,,,,)","{""(,A.,Schmidt-Rhaesa,,,,,,,,,)""}",{},,
1120,TAXONOMIC,,,CC_BY,2013-02-07,4,95,EXTERNAL,World checklist of freshwater Ephemeroptera species,FADA Ephemeroptera,"The checklist is supplied for the Catalogue of Life by FADA project. FADA, the Freshwater Animal Diversity Assessment is an informal network of scientists specialized in freshwater biodiversity. Barber-James, H., Sartori, M., Gattolliat, J-L. and J. Webb, 2013 Jan 21, World checklist of freshwater Ephemeroptera species. World Wide Web electronic publication. Available online at http://fada.biodiversity.be/group/show/35 [date accessed].",Feb 2013,,Mayflies,https://web.archive.org/web/20181204102127/http%3A//fada.biodiversity.be/group/show/35,https://github.com/Sp2000/colplus-repo/raw/master/logos/FADA_Ephemeroptera.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/120.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,,""H. Barber-James, M. Sartori ,  J.L. Gattolliat"",,,,,,,,,)","{""(,H.,Barber-James,,,,,,,,,)"",""(,M.,Sartori,,,,,,,,,)"",""(,,\""Gattolliat J.-L.\"",,,,,,,,,)"",""(,J.,Webb,,,,,,,,,)""}",{},,
1122,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World Gastrotricha Database,WoRMS_Gastrotricha,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Gastrotricha,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Gastrotricha.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,A.,Todaro,,,,,,,,,)"",""(,,\""d'Hondt, J-L. & Hummon, W.\"",,,,,,,,,)""}",,,
1123,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World Placozoa Database,WoRMS_Placozoa,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Placozoa,http://www.marinespecies.org/placozoa,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Placozoa.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,B.,Schierwater,,,,,,,,,)"",""(,M.,Eitel,,,,,,,,,)"",""(,R.,DeSalle,,,,,,,,,)""}",,,
1124,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World List of Priapulida,WoRMS_Priapulida,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Priapulida,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Priapulida.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,B.,Neuhaus,,,,,,,,,)""}",,,
1125,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Gnathostomulida,WoRMS_Gnathostomulida,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Gnathostomulida.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,W.,Sterrer,,,,,,,,,)""}",,,
1126,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Monogenea,WoRMS_Monogenea,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Monogenea.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,D.,Gibson,,,,,,,,,)"",""(,R.,Bray,,,,,,,,,)""}",,,
1127,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World List of Cestoda,WoRMS_Cestoda,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Cestoda.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,,\""Bray, R. & Tyler, S.\"",,,,,,,,,)""}",,,
1128,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World List of Trematoda,WoRMS_Trematoda,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Trematoda.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,,\""Cribb, T. & Gibson, D.\"",,,,,,,,,)""}",,,
1129,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World List of Myxozoa,WoRMS_Myxozoa,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Myxozoa.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,R.,Adlard,,,,,,,,,)"",""(,,\""Feist, S. & Longshaw, M.\"",,,,,,,,,)""}",,,
1130,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,MolluscaBase,WoRMS_Mollusca,"This global species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Mollusca,http://www.molluscabase.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Mollusca.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,,\""MolluscaBase eds.\"",,,,,,,,,)""}",{},,
1131,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Octocorallia,WoRMS_Octocorallia,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Octocorallia,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Octocorallia.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,R.,Cordeiro,,,,,,,,,)"",""(,C.,McFadden,,,,,,,,,)"",""(,L.,\""van Ofwegen\"",,,,,,,,,)"",""(,G.,Williams,,,,,,,,,)""}",,,
1132,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World List of Chaetognatha,WoRMS_Chaetognatha,"The checklist constitutes a list of all currently known and accepted species of arrow worms (Chaetognatha). Chaetognaths are small marine predators, many of which are planktonic. Arrow worms are found throughout Earth's oceans, including the open ocean, tide pools, polar waters, marine caves, coastal lagoons, and the deep sea. This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Chaetognatha.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,,\""Thuesen, E.V. & Pierrot-Bults, A.\"",,,,,,,,,)""}",,,
1133,TAXONOMIC,,,,2018-06-01,5,85,EXTERNAL,Psocodea Species File,SF Psocodea,"The Psocodea Species File is a taxonomic database that includes data for Psocoptera (bark lice) and Phthiraptera (parasitic lice). Data includes synonymies and citations for all recognized species. Parasitic lice are embedded within bark lice, and thus the single order Psocodea is recognized for both groups. The Psocodea Species File currently contains data from ""Psocoptera (Insecta): World Catalogue and Bibliography"" (Lienhard and Smithers 2002). Updates for Psocoptera are in the process of being added. Data from major Phthiraptera catalogs will be added at a later date, together with host associations. When completed this database will house data from over 10,000 valid species and associated data.","5.0, Jun 2018",,Bark lices & parasitic lices,http://psocodea.speciesfile.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/SF_Psocodea.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/133.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Marilyn,Beckman,,,,,,,,,)","{""(,K.P.,Johnson,,,,,,,,,)"",""(,V.S.,Smith,,,,,,,,,)"",""(,H.,Hopkins,,,,,,,,,)"",""(,D.C.,Eades,,,,,,,,,)""}",,,
1134,TAXONOMIC,,,,2018-06-14,4,90,EXTERNAL,Coreoidea Species File,SF Coreoidea,"The Coreoidea Species File database contains taxonomic and other information about all the leatherbugs of the world. It is under continual development as more specimen data and images are added. Presently, most names are included. A companion catalogue of the World Coreidae and Alydidae with more complete bibliographic references has been submitted to Zootaxa for publication.","5.0, Jun 2018",,Leatherbugs,http://Coreoidea.SpeciesFile.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/SF_Coreoidea.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/134.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Marilyn,Beckman,,,,,,,,,)","{""(,,\""CoreoideaSF Team\"",,,,,,,,,)""}",,,
1138,TAXONOMIC,,,,2013-01-25,5,100,EXTERNAL,World checklist of freshwater Cladocera species,FADA Cladocera,"The checklist is supplied for the Catalogue of Life by FADA project. FADA, the Freshwater Animal Diversity Assessment is an informal network of scientists specialized in freshwater biodiversity. FADA contributes freshwater taxa in the CoL proto-GSD. Kotov, A., Forró, L., Korovchinsky, N.M. and A. Petrusek, 2013 Jan 25, World checklist of freshwater Cladocera species. World Wide Web electronic publication. Available online at http://fada.biodiversity.be/group/show/17 [date accessed]",Jan 2013,,Water fleas,https://web.archive.org/web/20180320182811/http%3A//fada.biodiversity.be/group/show/17,https://github.com/Sp2000/colplus-repo/raw/master/logos/FADA_Cladocera.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/138.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,,""A. Kotov,L.  Forró, N.M. Korovchinsky , A. Petrusek"",,,,,,,,,)","{""(,A.,Kotov,,,,,,,,,)"",""(,L.,Forró,,,,,,,,,)"",""(,N.M.,Korovchinsky,,,,,,,,,)"",""(,A.,Petrusek,,,,,,,,,)""}",,,
